Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
EC:3.1.1.22	74	99	72	48	43	66	23	23	22	45	46	200
EC:3.1.1.23	333	364	462	308	294	353	75	79	137	113	200	477
EC:3.1.1.24	1911	2673	2731	2372	1715	2006	729	416	823	793	1363	2945
EC:3.1.1.29	1077	1595	1740	1521	1104	1446	325	296	523	545	758	1693
EC:3.1.1.3	1207	1813	1679	1648	1154	1228	354	285	475	484	778	1491
EC:3.1.1.31	2765	4385	4304	4228	2967	3219	867	633	1009	1138	1923	4183
EC:3.1.1.32	58	110	82	74	57	89	21	22	20	24	47	125
EC:3.1.1.41	382	426	370	307	278	285	158	88	139	137	239	407
EC:3.1.1.45	4415	6559	6712	6106	4322	5090	1528	1085	1901	1948	2988	6173
EC:3.1.1.47	2	9	7	15	13	3	0	4	1	2	4	7
EC:3.1.1.5	1027	1745	1707	1528	1196	1367	421	263	485	497	832	1993
EC:3.1.1.53	1744	2773	2375	2200	2050	1992	536	404	622	746	1218	2747
EC:3.1.1.57	83	204	172	168	125	151	57	29	45	68	77	185
EC:3.1.1.61	3181	4604	4405	4215	3408	3808	1066	850	1634	1630	2726	3909
EC:3.1.1.72	4	7	7	1	2	3	2	5	1	0	4	13
EC:3.1.1.73	2604	5126	5289	5675	3391	4121	679	573	917	1078	1784	4797
EC:3.1.1.74	72	38	41	38	54	42	40	8	30	31	67	79
EC:3.1.1.75	364	638	627	518	491	498	183	90	146	199	243	559
EC:3.1.1.76	18	26	13	11	19	17	1	1	3	12	8	19
EC:3.1.1.78	2	5	6	12	6	3	0	0	3	1	1	16
EC:3.1.1.81	206	202	276	177	148	165	62	56	96	82	123	216
EC:3.1.1.85	261	334	366	335	230	275	88	56	114	86	200	388
EC:3.1.11.-	145	112	137	139	92	141	36	17	39	34	97	159
EC:3.1.11.1	136	216	265	253	141	222	50	34	49	62	132	167
EC:3.1.11.2	1553	2182	2448	2047	1728	2099	656	462	709	899	1218	2647
EC:3.1.11.3	27	21	26	32	8	37	5	4	5	5	15	33
EC:3.1.11.5	4387	5361	5584	5386	3574	4291	1693	949	1565	1821	2455	5618
EC:3.1.11.6	2441	3612	3864	3615	2485	2965	952	629	1178	1152	1676	3886
EC:3.1.13.-	58	106	105	138	88	119	15	11	7	29	37	72
EC:3.1.13.1	871	1417	1455	1336	941	1187	145	180	298	324	570	1628
EC:3.1.13.5	1247	1864	1747	1503	1247	1446	501	343	636	653	882	1818
EC:3.1.2.-	2619	3762	3825	3363	2731	2984	977	679	1104	1354	1742	4438
EC:3.1.2.1	407	508	478	452	394	401	85	102	173	178	271	489
EC:3.1.2.12	245	357	389	274	342	286	103	69	104	146	165	333
EC:3.1.2.14	337	346	397	382	267	276	59	70	127	116	215	345
EC:3.1.2.15	3	5	5	14	8	10	7	0	7	6	10	2
EC:3.1.2.20	46	64	68	70	36	61	10	5	17	20	31	96
EC:3.1.2.23	157	246	226	254	153	171	41	31	55	83	100	291
EC:3.1.2.28	11	31	19	28	19	20	1	4	8	4	16	11
EC:3.1.2.4	0	5	3	6	1	2	0	1	1	0	0	2
EC:3.1.2.6	1226	1522	1674	1457	1131	1244	360	280	449	482	704	1941
EC:3.1.21.-	1885	2622	2833	2583	1942	2436	604	459	808	851	1446	2979
EC:3.1.21.1	5	14	15	23	18	22	2	3	5	3	11	33
EC:3.1.21.2	1035	1368	1631	1427	964	1213	403	319	492	438	752	1525
EC:3.1.21.3	13759	12064	18278	15506	7267	11459	2974	2054	3776	3214	6889	15200
EC:3.1.21.4	488	522	730	720	305	464	125	86	148	131	228	317
EC:3.1.21.5	3151	2642	3973	3702	1593	2464	622	389	824	622	1299	2686
EC:3.1.21.7	300	307	324	250	280	254	84	107	176	164	273	186
EC:3.1.22.1	44	32	54	28	47	46	9	9	4	9	16	36
EC:3.1.22.4	1020	1407	1690	1539	1013	1405	368	288	493	499	765	1671
EC:3.1.25.-	4	3	3	5	1	2	4	3	2	2	6	14
EC:3.1.25.1	0	2	1	2	2	1	0	0	0	1	0	1
EC:3.1.26.-	1029	1542	1701	1582	1171	1451	362	315	451	631	753	1634
EC:3.1.26.11	1274	1646	1920	1413	1174	1492	313	282	511	611	925	2255
EC:3.1.26.12	3731	5709	5257	5025	4073	4351	1482	1107	1695	1677	3306	5948
EC:3.1.26.3	1328	2068	2176	2007	1392	1780	418	367	581	661	903	1860
EC:3.1.26.4	2168	2834	3195	2992	2079	2631	622	558	884	947	1477	3103
EC:3.1.26.5	639	857	929	873	594	762	258	176	293	337	447	928
EC:3.1.26.8	2	2	4	0	1	2	6	1	3	1	4	4
EC:3.1.27.1	170	285	259	292	250	215	65	42	62	77	90	195
EC:3.1.27.3	22	17	23	17	15	24	4	5	8	12	14	91
EC:3.1.27.6	1	3	1	3	2	4	5	0	1	0	1	1
EC:3.1.27.9	28	36	50	66	21	41	6	5	13	7	14	9
EC:3.1.3.-	1025	1563	1645	1482	1070	1235	308	251	457	441	755	1892
EC:3.1.3.1	1279	1990	1815	1566	1366	1531	414	327	467	784	1156	4675
EC:3.1.3.10	54	77	77	82	47	64	12	13	10	22	39	106
EC:3.1.3.11	1409	1755	2032	1703	1359	1518	449	433	570	692	848	2223
EC:3.1.3.12	888	1241	1315	1263	732	937	351	195	375	403	656	1246
EC:3.1.3.15	912	1245	1194	1141	828	899	270	190	378	426	599	1377
EC:3.1.3.16	5684	7378	7665	6946	5531	5946	1569	1543	2391	2309	3724	7090
EC:3.1.3.18	2018	3064	3036	2929	1978	2406	679	476	772	905	1375	3016
EC:3.1.3.2	1806	2399	3063	2306	1726	2037	444	411	757	763	1074	2361
EC:3.1.3.23	1	2	0	0	1	2	1	0	1	0	0	0
EC:3.1.3.25	2311	3169	3363	3025	2156	2623	841	558	1018	1064	1580	3507
EC:3.1.3.27	421	649	750	702	455	575	123	119	182	187	295	695
EC:3.1.3.29	0	0	0	0	1	0	0	0	0	0	1	1
EC:3.1.3.3	718	992	996	928	666	776	249	161	345	419	550	1175
EC:3.1.3.39	1	0	2	4	0	1	0	0	0	1	3	15
EC:3.1.3.4	1	0	0	0	0	0	0	0	0	0	0	0
EC:3.1.3.41	368	448	469	404	327	323	177	95	166	151	248	424
EC:3.1.3.45	573	874	915	913	624	723	164	151	201	275	376	882
EC:3.1.3.48	1696	2449	2340	2243	1687	1720	562	412	698	690	1238	2665
EC:3.1.3.5	2561	3981	3853	3405	2698	3108	716	681	1105	1292	2072	5363
EC:3.1.3.57	0	0	0	0	0	0	0	1	0	0	0	0
EC:3.1.3.6	10	12	9	6	7	17	2	0	7	5	6	14
EC:3.1.3.7	673	1082	969	946	772	767	236	168	307	332	486	976
EC:3.1.3.70	13	51	71	59	23	47	0	6	8	12	22	95
EC:3.1.3.71	549	678	803	557	492	577	145	140	237	219	427	913
EC:3.1.3.73	382	371	489	427	259	387	98	96	152	132	237	343
EC:3.1.3.77	123	228	200	198	173	167	56	56	52	58	100	265
EC:3.1.3.78	3	7	4	1	5	3	1	1	0	0	2	6
EC:3.1.3.79	7	2	4	2	11	5	1	3	1	7	7	6
EC:3.1.3.8	69	96	97	85	85	92	21	21	25	41	72	302
EC:3.1.3.82	1112	1792	1919	1848	1129	1470	363	269	486	456	762	1637
EC:3.1.3.87	21	43	59	30	26	42	16	10	8	16	35	72
EC:3.1.31.1	200	288	314	214	186	230	65	57	129	115	287	917
EC:3.1.4.12	56	85	74	105	75	69	26	13	27	20	77	60
EC:3.1.4.14	3	2	3	4	5	3	0	0	2	3	3	3
EC:3.1.4.16	279	516	487	471	312	398	107	94	124	172	284	794
EC:3.1.4.17	245	333	374	267	206	273	64	43	109	136	173	687
EC:3.1.4.3	7130	9614	11694	10065	6298	7198	1973	1278	2647	2405	3236	6058
EC:3.1.4.37	1	1	0	3	1	1	0	0	0	1	1	0
EC:3.1.4.4	101	112	101	74	90	111	67	21	30	53	102	155
EC:3.1.4.46	2267	3084	3170	2721	2043	2554	706	547	930	1035	1783	4663
EC:3.1.4.50	57	181	161	174	119	166	14	14	35	39	105	503
EC:3.1.4.52	96	145	161	103	109	99	59	21	41	46	59	114
EC:3.1.4.54	61	137	130	136	99	129	17	22	27	32	52	180
EC:3.1.4.55	829	1387	1347	1238	959	1089	317	235	334	398	599	1288
EC:3.1.4.56	2	1	3	1	2	2	0	3	0	0	1	2
EC:3.1.5.1	1543	2058	2134	2020	1442	1542	489	366	593	685	884	1889
EC:3.1.6.-	1346	2160	2314	1720	1470	1747	325	400	710	735	1274	3442
EC:3.1.6.1	3984	8366	8253	5913	5308	5624	993	934	1440	1749	2977	10234
EC:3.1.6.12	82	132	156	129	128	138	25	35	64	52	89	235
EC:3.1.6.13	85	226	182	150	171	197	27	48	79	73	142	495
EC:3.1.6.14	246	449	495	394	358	403	72	109	168	163	291	839
EC:3.1.6.4	56	92	77	60	47	68	10	13	41	33	61	181
EC:3.1.6.6	777	1276	1334	1141	854	1097	262	261	359	409	705	1411
EC:3.1.6.8	289	528	509	346	395	418	58	91	178	189	329	1038
EC:3.1.7.2	245	439	510	454	334	460	55	84	104	144	176	435
EC:3.1.7.8	3	0	0	1	1	2	0	0	0	0	1	2
EC:3.10.1.1	144	159	175	135	154	182	23	48	70	84	125	270
EC:3.11.1.1	190	306	240	316	263	170	62	48	33	39	73	155
EC:3.11.1.2	39	50	57	35	37	74	18	15	4	19	25	65
EC:3.13.1.1	387	592	702	678	345	509	175	129	206	162	180	203
EC:3.13.1.3	10	25	13	14	36	8	10	4	0	5	6	8
EC:3.2.-	3735	4448	4592	3723	3562	3702	1218	1033	1613	1762	2579	4635
EC:3.2.1.-	7519	11913	12038	11260	8389	9701	2401	2218	3250	3752	5225	11736
EC:3.2.1.1	4034	5640	5989	5467	4019	4716	1412	1081	1844	1918	2807	5357
EC:3.2.1.10	259	318	290	304	254	252	142	39	76	97	141	454
EC:3.2.1.11	10	3	5	3	5	3	1	4	3	0	3	23
EC:3.2.1.113	84	88	97	75	100	65	70	31	59	24	73	61
EC:3.2.1.122	3	5	6	1	1	5	4	3	4	1	1	2
EC:3.2.1.130	14	22	17	18	17	17	4	6	11	6	18	28
EC:3.2.1.132	98	127	101	86	100	91	25	18	34	64	80	169
EC:3.2.1.135	88	82	102	78	66	62	34	18	44	35	55	103
EC:3.2.1.136	179	281	315	321	196	253	47	63	61	85	144	402
EC:3.2.1.139	624	949	884	968	617	721	328	151	275	309	336	960
EC:3.2.1.14	3316	4119	4213	3991	2963	3205	885	756	1233	1383	2495	5999
EC:3.2.1.141	2066	3022	3258	2679	2287	2669	1060	664	1171	1267	1784	2588
EC:3.2.1.143	1	3	1	4	0	3	0	0	0	0	1	0
EC:3.2.1.15	461	759	777	804	513	592	254	130	168	160	270	263
EC:3.2.1.156	90	211	186	203	136	156	74	27	45	41	69	166
EC:3.2.1.165	963	1312	1306	1207	954	1000	221	200	357	413	563	984
EC:3.2.1.17	528	540	607	570	381	540	193	89	154	161	300	496
EC:3.2.1.170	143	140	202	123	117	125	26	30	82	46	71	188
EC:3.2.1.172	257	403	375	368	283	303	144	73	106	118	199	578
EC:3.2.1.177	2099	2825	2706	2649	1907	2248	969	566	921	1007	1379	2516
EC:3.2.1.18	410	654	698	506	472	537	93	105	241	192	430	1098
EC:3.2.1.185	3	2	1	5	5	4	3	0	0	1	1	3
EC:3.2.1.187	4	13	15	7	6	7	1	2	1	5	9	17
EC:3.2.1.20	4399	5306	5729	5098	3839	4324	1821	1003	1705	1879	2378	5595
EC:3.2.1.21	11653	15377	15887	15253	10613	11971	4606	2595	4367	4745	6059	13689
EC:3.2.1.22	4599	6190	6006	5306	3995	4735	1691	1193	1640	1888	2664	4831
EC:3.2.1.23	7426	10412	10163	8979	6952	7740	2985	1795	2719	2946	4593	8982
EC:3.2.1.24	3144	4243	4604	4352	2820	3416	1409	818	1295	1180	1786	3376
EC:3.2.1.25	1475	2086	1895	1835	1475	1622	809	392	618	619	969	1782
EC:3.2.1.26	537	620	643	537	389	504	139	115	164	185	279	709
EC:3.2.1.28	835	1170	1304	1274	816	955	339	194	343	312	511	826
EC:3.2.1.3	1726	2426	2903	2750	1789	2237	763	488	891	754	1249	1598
EC:3.2.1.31	766	875	1000	893	599	626	239	160	316	295	482	961
EC:3.2.1.35	371	534	456	453	258	351	147	76	139	138	284	473
EC:3.2.1.37	1462	2077	2122	2091	1456	1615	645	331	581	639	855	1676
EC:3.2.1.39	59	83	82	100	65	72	15	13	28	30	45	77
EC:3.2.1.4	3608	4582	4931	3815	3215	3745	1464	973	1848	1781	2820	5233
EC:3.2.1.40	2513	4035	3893	3639	2407	2892	845	584	816	996	1744	3776
EC:3.2.1.41	331	360	433	427	320	321	163	65	140	93	167	373
EC:3.2.1.45	1465	1818	1909	1805	1154	1309	449	315	487	520	761	1497
EC:3.2.1.46	33	92	71	68	52	64	35	19	28	29	46	47
EC:3.2.1.50	223	305	311	247	248	300	78	71	81	102	135	181
EC:3.2.1.51	5151	6923	6775	6077	4654	5518	1620	1251	1674	2267	3077	6548
EC:3.2.1.52	4792	6357	6844	5960	4092	5140	1569	979	2030	1972	3052	6662
EC:3.2.1.54	74	52	75	58	48	58	23	6	26	26	34	76
EC:3.2.1.55	2803	3767	3877	3629	2645	3013	1061	670	1056	1217	1517	3622
EC:3.2.1.58	270	402	335	310	257	269	64	61	93	128	170	227
EC:3.2.1.6	0	0	0	0	3	0	0	1	0	0	0	0
EC:3.2.1.65	757	877	873	767	638	688	197	131	245	265	481	1092
EC:3.2.1.67	95	278	239	286	161	171	60	36	57	57	85	169
EC:3.2.1.68	1	1	0	1	0	1	0	0	0	1	0	2
EC:3.2.1.70	5	6	5	10	3	3	0	2	1	2	5	5
EC:3.2.1.73	43	67	57	61	37	51	9	13	24	30	46	109
EC:3.2.1.76	8	5	3	3	8	3	1	2	3	2	1	3
EC:3.2.1.78	437	673	641	614	436	493	177	125	202	191	348	734
EC:3.2.1.8	1569	2476	2506	2515	1655	1999	647	439	731	778	1208	2693
EC:3.2.1.80	8	7	13	6	12	4	1	4	7	2	4	12
EC:3.2.1.81	113	180	199	170	133	131	32	31	45	62	79	154
EC:3.2.1.83	6	1	1	3	1	0	0	0	0	0	0	1
EC:3.2.1.85	40	70	83	62	64	44	8	10	13	10	16	35
EC:3.2.1.86	594	578	634	465	449	510	272	138	264	238	361	727
EC:3.2.1.89	390	552	603	584	402	398	169	118	141	167	245	545
EC:3.2.1.91	89	112	119	107	74	71	24	20	36	37	75	252
EC:3.2.1.93	55	58	44	35	49	45	21	15	11	25	39	46
EC:3.2.1.96	69	78	75	71	71	79	27	12	26	26	61	139
EC:3.2.1.97	121	195	136	140	107	110	33	23	44	47	83	218
EC:3.2.1.99	556	835	836	855	636	653	266	168	278	287	425	954
EC:3.2.2.-	2899	4059	4414	3930	2810	3287	1091	740	1192	1406	2069	4835
EC:3.2.2.1	828	968	1077	955	732	712	270	206	259	292	421	899
EC:3.2.2.16	2	7	7	9	6	4	0	2	3	4	2	2
EC:3.2.2.20	841	1174	1371	1200	799	1018	246	204	302	317	448	1259
EC:3.2.2.21	3684	5447	5712	5374	3575	4423	1193	889	1457	1530	2420	5337
EC:3.2.2.23	2309	3183	3564	3068	2177	2672	795	592	1071	1032	1512	3563
EC:3.2.2.26	125	183	204	145	92	166	57	32	58	76	127	272
EC:3.2.2.27	545	657	733	621	513	744	158	168	246	266	434	771
EC:3.2.2.3	0	4	8	6	1	2	0	0	1	3	1	4
EC:3.2.2.4	262	437	380	327	346	390	92	73	110	171	196	495
EC:3.2.2.5	0	0	0	0	0	0	0	0	0	0	0	1
EC:3.2.2.8	65	40	77	43	42	43	18	18	27	14	17	24
EC:3.2.2.9	675	1078	1031	980	728	778	224	153	224	264	429	774
EC:3.3.1.1	1115	1390	1816	1439	994	1329	408	323	500	539	645	1487
EC:3.3.2.1	14	15	15	14	8	12	6	4	6	6	18	19
EC:3.3.2.10	6	7	21	12	4	3	4	0	4	2	0	13
EC:3.3.2.13	22	27	24	25	18	20	6	6	6	8	23	32
EC:3.3.2.8	167	220	283	231	137	177	31	28	57	56	105	269
EC:3.3.2.9	1013	1296	1279	1089	861	898	236	177	234	262	474	1161
EC:3.4.-	2614	4322	4258	4096	3091	3513	797	734	1151	1343	2044	4187
EC:3.4.11.-	3194	4370	4746	4022	2928	3629	1126	863	1506	1481	2180	4810
EC:3.4.11.1	2491	3585	3639	3405	2601	3088	887	633	1107	1252	1774	3536
EC:3.4.11.10	91	182	174	151	122	149	26	29	48	50	100	354
EC:3.4.11.14	532	840	750	831	610	574	118	165	246	255	346	946
EC:3.4.11.15	159	189	165	140	148	118	41	38	63	80	129	566
EC:3.4.11.18	1595	2200	2494	2082	1563	1994	588	488	692	840	1106	2285
EC:3.4.11.19	837	1029	1244	934	813	869	325	245	366	325	507	1109
EC:3.4.11.2	3335	5298	5605	5534	3698	4744	1204	903	1601	1691	2461	5563
EC:3.4.11.21	113	138	116	128	120	120	40	34	33	70	83	195
EC:3.4.11.23	2	6	4	3	0	3	0	1	0	3	3	3
EC:3.4.11.4	349	532	530	401	353	443	134	115	186	216	249	750
EC:3.4.11.5	1887	2533	2875	2550	1734	2255	591	389	681	781	1123	2992
EC:3.4.11.7	0	2	8	2	3	2	1	0	4	3	4	7
EC:3.4.11.9	3856	5505	6095	5356	4130	4776	1251	1015	1799	1735	2749	5739
EC:3.4.13.-	169	253	290	252	167	249	78	46	84	99	159	405
EC:3.4.13.19	2650	3882	4015	3298	2755	3055	784	595	944	986	1616	3999
EC:3.4.13.21	338	457	503	429	313	384	125	77	141	164	228	486
EC:3.4.13.22	450	779	738	713	514	674	150	116	193	263	358	813
EC:3.4.13.9	2134	2731	3136	2477	1881	2334	685	552	851	887	1402	2738
EC:3.4.14.10	6	10	16	20	21	9	5	14	7	12	13	28
EC:3.4.14.11	93	207	142	102	69	113	46	20	70	69	133	508
EC:3.4.14.4	213	439	462	388	266	382	39	55	120	134	253	583
EC:3.4.14.5	2464	3441	3551	3226	2463	2720	679	569	961	1057	1601	3928
EC:3.4.15.1	749	1069	1086	997	743	916	103	176	255	358	483	1424
EC:3.4.15.5	973	1484	1464	1461	1120	1164	436	276	408	468	572	1624
EC:3.4.15.6	565	692	805	619	499	576	168	126	215	266	399	1133
EC:3.4.16.-	176	294	226	250	202	245	87	44	69	91	100	143
EC:3.4.16.4	5410	7777	7912	6981	4993	6283	2115	1355	2499	2563	4218	9199
EC:3.4.16.5	3	15	7	7	16	11	4	7	1	5	9	8
EC:3.4.17.-	216	274	315	269	233	219	55	52	65	91	109	412
EC:3.4.17.11	1562	1979	2200	1771	1337	1628	563	361	652	671	895	2231
EC:3.4.17.13	778	1343	1409	1276	887	1147	269	197	380	384	674	1608
EC:3.4.17.18	45	88	67	83	48	76	5	26	37	21	77	146
EC:3.4.17.19	1194	1542	1560	1393	1116	1249	370	316	505	547	717	1540
EC:3.4.17.2	6	8	6	6	16	8	6	5	4	7	7	7
EC:3.4.17.21	1477	2222	2455	2293	1478	1920	509	337	565	665	785	2066
EC:3.4.17.22	1	5	4	4	12	15	2	5	4	3	15	2
EC:3.4.19.-	41	56	56	35	55	41	39	17	31	32	33	72
EC:3.4.19.1	1004	1337	1522	1265	901	1031	209	227	359	360	545	1462
EC:3.4.19.11	14	25	51	41	23	29	16	2	11	13	28	55
EC:3.4.19.3	234	279	359	275	221	261	94	59	112	109	154	310
EC:3.4.19.5	754	945	1108	938	750	881	364	219	370	328	518	1069
EC:3.4.21.-	15268	20737	22415	19375	13768	16523	4166	3538	6299	6588	10140	26058
EC:3.4.21.1	2	6	3	12	6	10	0	0	2	4	5	7
EC:3.4.21.10	106	116	120	86	129	116	8	30	38	46	81	170
EC:3.4.21.100	193	282	306	311	162	188	121	56	106	62	125	68
EC:3.4.21.101	366	518	488	473	319	333	186	75	207	138	228	151
EC:3.4.21.102	5783	8436	9080	8141	6159	7369	1493	1600	2548	2629	4269	8691
EC:3.4.21.105	32	43	57	41	30	32	7	3	6	17	20	50
EC:3.4.21.107	357	598	605	564	427	488	63	98	156	170	262	592
EC:3.4.21.110	5	2	5	8	7	2	2	1	1	0	1	7
EC:3.4.21.116	9	22	20	19	15	26	38	6	4	6	16	16
EC:3.4.21.19	16	43	36	35	27	30	6	8	16	13	29	75
EC:3.4.21.20	1	0	0	1	0	0	0	0	0	0	1	1
EC:3.4.21.26	4242	5955	6433	5699	4095	4335	1211	884	1643	1634	2309	6084
EC:3.4.21.35	2	3	1	3	1	2	0	0	1	0	1	3
EC:3.4.21.36	3	4	1	6	8	4	1	0	1	2	7	1
EC:3.4.21.4	58	74	39	90	81	62	15	17	21	36	70	113
EC:3.4.21.46	1	0	1	0	2	0	0	1	0	0	0	1
EC:3.4.21.50	28	36	29	22	17	17	5	5	12	10	17	127
EC:3.4.21.53	5498	6658	7948	6543	4861	6428	1307	1514	2265	2413	3307	7622
EC:3.4.21.59	6	4	5	3	9	8	0	1	2	1	2	9
EC:3.4.21.61	16	20	12	13	13	20	4	4	4	5	18	71
EC:3.4.21.62	198	232	281	248	139	237	38	52	96	78	197	608
EC:3.4.21.66	220	200	306	166	146	215	25	52	102	88	173	437
EC:3.4.21.7	0	1	2	0	0	1	0	0	0	1	0	1
EC:3.4.21.70	0	0	0	0	0	1	0	0	0	0	0	0
EC:3.4.21.71	7	3	1	9	6	7	2	2	3	3	4	3
EC:3.4.21.72	49	87	69	87	62	57	12	7	21	24	57	112
EC:3.4.21.83	1232	2002	1838	1805	1325	1437	548	283	470	608	713	2397
EC:3.4.21.88	1440	1828	2101	1751	1220	1632	400	333	574	619	926	1898
EC:3.4.21.89	2833	4087	4452	3945	2874	3470	943	781	1209	1326	1950	3938
EC:3.4.21.92	1319	1681	2004	1736	1241	1599	392	365	532	640	814	1574
EC:3.4.21.96	173	281	276	195	179	191	91	49	80	78	128	320
EC:3.4.22.-	12	17	9	15	7	11	7	1	4	2	10	13
EC:3.4.22.1	6	12	5	23	19	21	3	4	5	5	16	4
EC:3.4.22.10	4	3	6	2	1	2	0	0	1	0	1	1
EC:3.4.22.37	8	16	16	18	13	17	1	5	3	2	9	58
EC:3.4.22.40	118	209	225	186	156	179	52	46	49	82	132	179
EC:3.4.22.70	790	1037	1336	1130	646	931	265	138	392	358	589	1404
EC:3.4.22.8	1	1	3	1	3	3	0	0	9	4	3	12
EC:3.4.23.-	517	611	670	640	438	531	140	111	224	182	320	501
EC:3.4.23.1	11	19	8	6	18	5	12	6	3	7	11	1
EC:3.4.23.36	1059	1677	1710	1552	1097	1402	334	275	466	537	786	1740
EC:3.4.23.42	55	145	153	386	43	93	6	14	5	5	6	1
EC:3.4.23.43	652	974	976	935	625	758	176	140	226	230	354	883
EC:3.4.23.48	0	3	0	2	0	0	1	0	0	1	0	1
EC:3.4.23.49	2	1	0	1	1	0	0	0	0	0	0	2
EC:3.4.23.51	9	1	10	7	2	10	1	3	8	3	2	6
EC:3.4.23.52	6	12	20	42	7	12	0	4	1	7	7	5
EC:3.4.24.-	22662	35855	37702	33420	24546	30010	6811	6219	10267	11082	17086	40051
EC:3.4.24.11	0	1	0	0	2	0	0	0	1	1	0	2
EC:3.4.24.13	2	1	3	4	1	0	3	1	0	1	3	3
EC:3.4.24.15	580	816	887	847	575	726	200	161	270	281	380	908
EC:3.4.24.20	7	9	8	6	6	10	6	0	2	7	8	62
EC:3.4.24.21	34	46	32	36	26	25	4	8	8	19	24	79
EC:3.4.24.23	1	0	0	2	1	1	0	0	0	0	0	1
EC:3.4.24.25	50	76	68	64	50	80	19	14	17	28	51	136
EC:3.4.24.26	0	3	4	6	2	2	0	2	0	2	1	4
EC:3.4.24.27	26	22	28	11	21	25	5	8	15	13	19	152
EC:3.4.24.28	74	94	93	70	79	83	9	13	25	33	93	409
EC:3.4.24.29	3	5	3	2	4	6	1	2	3	1	6	15
EC:3.4.24.3	130	135	155	110	94	132	19	25	50	40	109	237
EC:3.4.24.30	0	0	0	0	0	0	0	0	0	0	1	0
EC:3.4.24.40	126	251	238	184	155	212	26	34	68	96	185	895
EC:3.4.24.55	21	24	17	39	24	31	14	9	9	14	25	18
EC:3.4.24.56	21	77	57	117	56	113	2	13	12	29	50	21
EC:3.4.24.57	1733	2531	2903	2551	1808	2412	553	464	793	829	1177	2506
EC:3.4.24.64	1	0	1	6	4	1	0	0	0	1	2	5
EC:3.4.24.68	0	0	0	0	0	1	0	0	0	0	0	0
EC:3.4.24.69	0	1	0	1	1	0	0	0	0	0	0	0
EC:3.4.24.70	577	990	969	1054	815	938	190	163	237	271	465	770
EC:3.4.24.71	855	1242	1358	1253	842	1000	254	185	428	391	443	1104
EC:3.4.24.75	43	55	79	41	40	78	8	15	19	18	50	92
EC:3.4.24.77	8	8	8	14	9	7	4	1	4	5	6	13
EC:3.4.24.78	1	6	10	4	4	10	39	3	2	7	10	5
EC:3.4.24.83	0	1	0	0	0	0	0	0	0	0	0	0
EC:3.4.24.84	1128	1462	1604	1274	978	1128	320	245	501	431	773	1900
EC:3.4.25.1	438	647	647	576	448	472	183	143	193	241	303	541
EC:3.4.25.2	414	554	630	516	448	563	173	145	201	200	248	577
EC:3.5.-	75	102	87	96	62	78	35	19	28	31	59	82
EC:3.5.1.-	2703	3576	4037	3311	2634	3026	960	784	1271	1385	1914	4225
EC:3.5.1.1	841	1203	1187	1036	789	1034	268	217	343	394	780	1636
EC:3.5.1.10	677	1011	971	926	729	807	247	175	292	329	477	821
EC:3.5.1.103	439	351	525	284	271	412	124	78	208	208	302	718
EC:3.5.1.106	68	80	91	73	70	84	31	18	19	29	46	53
EC:3.5.1.107	121	205	149	134	140	160	63	35	47	70	85	194
EC:3.5.1.108	1013	1775	1749	1716	1266	1511	371	314	452	515	683	1680
EC:3.5.1.11	3877	4801	5763	4683	3650	4218	1162	972	1653	1630	2433	5430
EC:3.5.1.110	473	686	701	556	438	556	135	128	190	187	398	645
EC:3.5.1.116	0	0	0	0	0	1	0	0	0	0	1	0
EC:3.5.1.15	5	1	3	7	2	5	0	0	1	0	6	2
EC:3.5.1.16	2479	3199	3628	3012	2281	2781	839	584	977	1018	1591	3507
